GenomeID	Kingdom	Phylum	Class	Order	Family	Genus	Species
GCF_021811875.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Candidatus_Midichloriaceae	Candidatus_Bandiella	Candidatus_Bandiella_numerosa
GCF_021845525.1	Bacteria	Nitrospinota/Tectimicrobiota_group	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
GCF_021864465.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Maricaulaceae	Hyphobacterium	unclassified_Hyphobacterium
GCF_021864505.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Falsiroseomonas	Falsiroseomonas_oryziterrae
GCF_021864535.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Pleomorphomonadaceae	Oryzibacter	Oryzibacter_oryziterrae
GCF_021869765.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium_group	Chryseobacterium
GCF_021890735.1	Bacteria	Bacillota	Clostridia	Moorellales	Moorellaceae	Thermanaeromonas	unclassified_Thermanaeromonas
GCF_021890835.2	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus_stearothermophilus
GCF_021916785.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium_lacusdiani
GCF_021991635.1	Bacteria	Bacillota	Clostridia	Thermosediminibacterales	Tepidanaerobacteraceae	Tepidanaerobacter	unclassified_Tepidanaerobacter
GCF_021991835.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	unclassified_Polaribacter
GCF_021991875.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Mycetohabitans	unclassified_Mycetohabitans
GCF_021991925.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Sutcliffiella	Sutcliffiella_horikoshii
GCF_022008365.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aequorivita	Aequorivita_vitellina
GCF_022008395.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aequorivita	Aequorivita_xiaoshiensis
GCF_022012295.1	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	Dechloromonas_hankyongensis
GCF_022012305.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter_paludis
GCF_022012335.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	unclassified_Flavobacterium
GCF_022012395.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_hankyongi
GCF_022012415.1	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas_ginsenosidimutans
GCF_022012445.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria_group	Massilia
GCF_022012475.1	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Rhodohalobacter	Rhodohalobacter_sulfatireducens
GCF_022014495.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingosinicellaceae	Sandaracinobacteroides	Sandaracinobacteroides_sayramensis
GCF_022014595.1	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	Solitalea_lacus
GCF_022023855.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum_brasilense
GCF_022024015.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella
GCF_022024035.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella
GCF_022024055.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella
GCF_022024275.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	unclassified_Sphingopyxis
GCF_022026155.1	Bacteria	delta/epsilon_subdivisions	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Dissulfurimicrobium	Dissulfurimicrobium_hydrothermale	Unclassified
GCF_022026395.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus_brevis
GCF_022048975.1	Bacteria	Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina_cyprini
GCF_022095675.1	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium	unclassified_Dactylosporangium
GCF_022095695.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus_jordanicus
GCF_022096995.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Yoonia	unclassified_Yoonia
GCF_022113815.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_cincinnatiensis
GCF_022129235.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	unclassified_Psychrobacter
GCF_022129405.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	unclassified_Psychrobacter
GCF_022129425.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	unclassified_Psychrobacter
GCF_022132145.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified_Pseudomonas
GCF_022133705.1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Varibaculum	Varibaculum_cambriense
GCF_022134585.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Mesosutterella	Mesosutterella_porci
GCF_022163125.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
GCF_022170825.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillales_incertae_sedis	Bacillales_Family_XII._Incertae_Sedis	Exiguobacterium
GCF_022179185.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_frigidaeris
GCF_022179245.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_gregans
GCF_022179285.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_hispanicum
GCF_022179465.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_organophilum
GCF_022179685.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_trifolii
GCF_022179805.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus_pauculus
GCF_022180365.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium_gallinarum
GCF_022180385.2	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
GCF_022200785.1	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter_mucosus
GCF_022206305.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia	unclassified_Gordonia_(in:_high_G+C_Gram-positive_bacteria)
GCF_022213065.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_tagetis
GCF_022227765.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira	Ectothiorhodospira_shaposhnikovii
GCF_022229005.1	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora_trifolii
GCF_022229015.1	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora_foliorum
GCF_022230955.1	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora_cabrerizensis
GCF_022234545.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_piscarius
GCF_022259695.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flaviramulus	unclassified_Flaviramulus
GCF_022267315.1	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Maribellus	Maribellus_maritimus
GCF_022267325.1	Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira_sanjuanensis
GCF_022267535.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas_antarctica
GCF_022271405.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Rhodopseudomonas	Rhodopseudomonas_infernalis
GCF_022288725.1	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Kitasatospora	unclassified_Kitasatospora
GCF_022317005.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	unclassified_Mycobacterium
GCF_022343555.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	unclassified_Marinobacter
GCF_022344005.1	Bacteria	Thermotogati	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
GCF_022346185.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas	unclassified_Cellulomonas
GCF_022346545.1	Bacteria	Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	unclassified_Sporosarcina
GCF_022346605.1	Bacteria	Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	unclassified_Sporosarcina
GCF_022346615.1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	unclassified_Staphylococcus
GCF_022346885.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
GCF_022346925.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	unclassified_Microvirga
GCF_022346995.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
GCF_022347205.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	unclassified_Corynebacterium
GCF_022347545.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_retamae
GCF_022347565.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	unclassified_Vibrio
GCF_022347625.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	unclassified_Vibrio
GCF_022347685.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Thalassovita	unclassified_Thalassovita
GCF_022347725.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria	unclassified_Ruegeria
GCF_022347765.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	unclassified_Pseudoalteromonas
GCF_022347785.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Psychrobium	unclassified_Psychrobium
GCF_022347985.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	unclassified_Photobacterium
GCF_022348085.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	unclassified_Mycobacterium
GCF_022348185.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Epibacterium	unclassified_Epibacterium
GCF_022352055.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella_mopanensis
GCF_022352215.1	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Flavihumibacter_cheonanensis
GCF_022354385.1	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Wielerella	Wielerella_bovis
GCF_022354405.1	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Wielerella	Wielerella_bovis
GCF_022354465.1	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Wielerella	Wielerella_bovis
GCF_022354825.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
GCF_022369455.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	unclassified_Campylobacter
GCF_022369515.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
GCF_022374895.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_simiae_complex
GCF_022374935.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter	Mycolicibacter_virginiensis
GCF_022376835.1	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Brucepastera	Brucepastera_parasyntrophica
GCF_022378335.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Croceicoccus	Croceicoccus_hydrothermalis
GCF_022385295.1	Bacteria	Thermotogati	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus
GCF_022385315.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium/Agrobacterium_group	Rhizobium
GCF_022385335.1	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces_deccanensis
GCF_022394535.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	Dyella_terrae
GCF_022394795.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	unclassified_Pantoea
GCF_022398315.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	unclassified_Shewanella
GCF_022398325.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	unclassified_Shewanella
GCF_022398425.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	unclassified_Shewanella
GCF_022399565.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_algicola
GCF_022402485.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	unclassified_Phenylobacterium
GCF_022406875.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodosinus	Ectothiorhodosinus_mongolicus
GCF_022410465.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia_crocea
GCF_022410515.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella_cutis
GCF_022410535.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum_terephthalicicum
GCF_022414575.1	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	unclassified_Streptomyces
GCF_022414595.1	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	unclassified_Streptomyces
GCF_022419205.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Thermomonas	Thermomonas_alba
GCF_022427965.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Fredinandcohnia	Ferdinandcohnia_quinoae
GCF_022429565.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	unclassified_Lutibacter
GCF_022429625.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia_lacusdianchii
GCF_022429645.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	unclassified_Lutibacter
GCF_022430545.2	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_paraterrae
GCF_022436485.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Agrococcus	unclassified_Agrococcus
GCF_022436675.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Rheinheimera_hassiensis
GCF_022436705.1	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	unclassified_Nocardioides
GCF_022440805.1	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania_massiliensis
GCF_022440845.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	unclassified_Ruminococcus
GCF_022448905.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Shimia	unclassified_Shimia
GCF_022449185.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus/baumannii_complex
GCF_022458745.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_piscicola
GCF_022458865.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_periandrae
GCF_022459015.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Aristophania	Aristophania_vespae
GCF_022479115.1	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	unclassified_Amycolatopsis
GCF_022488405.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium_group	Chryseobacterium
GCF_022489025.1	Bacteria	Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	Planococcus_halocryophilus
GCF_022489035.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia_lutea
GCF_022489065.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Vreelandella	Vreelandella_neptunia
GCF_022492935.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria_group	Massilia
GCF_022508225.1	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	unclassified_Desulfovibrio
GCF_022511165.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	unclassified_Helicobacter
GCF_022511585.1	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Shimazuella	Shimazuella_soli
GCF_022513565.1	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	unclassified_Streptomyces
GCF_022513585.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia	unclassified_Gordonia_(in:_high_G+C_Gram-positive_bacteria)
GCF_022524345.1	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces_marispadix
GCF_022530855.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	sulfur-oxidizing_symbionts	Candidatus_Vondammii	unclassified_Candidatus_Vondammii
GCF_022532105.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	unclassified_Flavobacterium
GCF_022537035.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified_Pseudomonas
GCF_022538055.1	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Cognataquiflexum	Cognataquiflexum_nitidum
GCF_022538115.1	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Cognataquiflexum	Cognataquiflexum_rubidum
GCF_022538185.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	unclassified_Microbacterium
GCF_022539255.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Sinomonas	Sinomonas_terrae
GCF_022539275.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas	unclassified_Pseudoxanthomonas
GCF_022539405.1	Bacteria	Bacillota	Clostridia	Natranaerobiales	Natranaerofabaceae	Natranaerofaba	Natranaerofaba_carboxydovora
GCF_022548875.1	Bacteria	Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Glycomyces	unclassified_Glycomyces
GCF_022549215.1	Bacteria	Bacillota	Bacilli	Bacillales	Caryophanaceae	Solibacillus	Solibacillus_palustris
GCF_022549225.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Roseateles	unclassified_Roseateles
GCF_022549355.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	unclassified_Acinetobacter
GCF_022549495.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	unclassified_Acinetobacter
GCF_022549695.1	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella_calami
GCF_022549775.1	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella_filtrata
GCF_022549785.1	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella_alkalica
GCF_022554085.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	unclassified_Rhodococcus_(in:_high_G+C_Gram-positive_bacteria)
GCF_022557175.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	unclassified_Mycolicibacterium
GCF_022558445.1	Bacteria	Bacillota	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Candidatus_Contubernalis	Candidatus_Contubernalis_alkaliaceticus
GCF_022565915.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Nesterenkonia	unclassified_Nesterenkonia
GCF_022568775.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_telluris
GCF_022568795.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Arsenicicoccus	Arsenicicoccus_dermatophilus
GCF_022568815.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	unclassified_Undibacterium
GCF_022568835.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Arsenicicoccus	Arsenicicoccus_piscis
GCF_022569295.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingosinicellaceae	Pedomonas	Pedomonas_mirosovicensis
GCF_022570735.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia_oceanisediminis
GCF_022601675.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Ancylobacter	Ancylobacter_gelatini
GCF_022601685.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_sedimenti
GCF_022601715.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	unclassified_Acinetobacter
GCF_022601735.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Atopomonas	Atopomonas_sediminilitoris
GCF_022601875.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium_group	Chryseobacterium
GCF_022601895.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas
GCF_022601905.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Shinella	Shinella_sedimenti
GCF_022601975.1	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	unclassified_Pontibacter
GCF_022602565.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Rosenbergiella	Rosenbergiella_metrosideri
GCF_022603275.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	unclassified_Peribacillus
GCF_022605525.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter/Porphyrobacter_group	Porphyrobacter
GCF_022606295.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_bambusae
GCF_022606355.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia_shinshuensis
GCF_022606465.1	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Sulfoacidibacillus	Sulfoacidibacillus_ferrooxidans
GCF_022614595.1	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	unclassified_Streptomyces
GCF_022627575.1	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_rhinopitheci
GCF_022627955.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	unclassified_Microbacterium
GCF_022631235.2	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_raelei
GCF_022631375.1	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_cyanobacteriorum
GCF_022637395.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Shinella	unclassified_Shinella
GCF_022637415.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas	unclassified_Luteimonas
